algo,metric,value
rsa-3072,key-size,3072
rsa-3072,keygen-iters,1000
rsa-3072,keygen-wall-median-ns,1342942314.0
rsa-3072,keygen-wall-mean-ns,1531529669.7
rsa-3072,keygen-wall-std-ns,934670690.5
rsa-3072,keygen-wall-p95-ns,3373493387.0
rsa-3072,keygen-wall-p99-ns,4702502626.0
rsa-3072,keygen-wall-ci95lo-ns,1473598180.2
rsa-3072,keygen-wall-ci95hi-ns,1589461159.3
rsa-3072,keygen-cyc-median,72518872.0
rsa-3072,keygen-cyc-mean,82702592.5
rsa-3072,keygen-persec,0.7
rsa-3072,pss-sign-iters,1000
rsa-3072,pss-sign-wall-median-ns,18248981.0
rsa-3072,pss-sign-wall-mean-ns,18356868.9
rsa-3072,pss-sign-wall-std-ns,584981.0
rsa-3072,pss-sign-wall-p95-ns,18287000.0
rsa-3072,pss-sign-wall-p99-ns,21636315.0
rsa-3072,pss-sign-wall-ci95lo-ns,18320611.4
rsa-3072,pss-sign-wall-ci95hi-ns,18393126.4
rsa-3072,pss-sign-cyc-median,985438.0
rsa-3072,pss-sign-cyc-mean,991263.9
rsa-3072,pss-sign-persec,54.8
rsa-3072,pss-verify-iters,1000
rsa-3072,pss-verify-wall-median-ns,335000.0
rsa-3072,pss-verify-wall-mean-ns,335866.0
rsa-3072,pss-verify-wall-std-ns,2721.7
rsa-3072,pss-verify-wall-p95-ns,344463.0
rsa-3072,pss-verify-wall-p99-ns,345334.0
rsa-3072,pss-verify-wall-ci95lo-ns,335697.3
rsa-3072,pss-verify-wall-ci95hi-ns,336034.7
rsa-3072,pss-verify-cyc-median,18085.0
rsa-3072,pss-verify-cyc-mean,18131.8
rsa-3072,pss-verify-persec,2985.1
rsa-3072,oaep-encrypt-iters,1000
rsa-3072,oaep-encrypt-wall-median-ns,347389.0
rsa-3072,oaep-encrypt-wall-mean-ns,348457.2
rsa-3072,oaep-encrypt-wall-std-ns,4014.1
rsa-3072,oaep-encrypt-wall-p95-ns,356500.0
rsa-3072,oaep-encrypt-wall-p99-ns,357333.0
rsa-3072,oaep-encrypt-wall-ci95lo-ns,348208.4
rsa-3072,oaep-encrypt-wall-ci95hi-ns,348706.0
rsa-3072,oaep-encrypt-cyc-median,18754.0
rsa-3072,oaep-encrypt-cyc-mean,18811.7
rsa-3072,oaep-encrypt-persec,2878.6
rsa-3072,oaep-decrypt-iters,1000
rsa-3072,oaep-decrypt-wall-median-ns,18257037.0
rsa-3072,oaep-decrypt-wall-mean-ns,18365788.3
rsa-3072,oaep-decrypt-wall-std-ns,586365.0
rsa-3072,oaep-decrypt-wall-p95-ns,18301407.0
rsa-3072,oaep-decrypt-wall-p99-ns,21648445.0
rsa-3072,oaep-decrypt-wall-ci95lo-ns,18329445.0
rsa-3072,oaep-decrypt-wall-ci95hi-ns,18402131.5
rsa-3072,oaep-decrypt-cyc-median,985873.0
rsa-3072,oaep-decrypt-cyc-mean,991745.9
rsa-3072,oaep-decrypt-persec,54.8
rsa-3072,size-key-bits,3072
rsa-3072,size-signature-bytes,384
ecdsa-P-256,keygen-iters,1000
ecdsa-P-256,keygen-wall-median-ns,92481.0
ecdsa-P-256,keygen-wall-mean-ns,92859.7
ecdsa-P-256,keygen-wall-std-ns,2927.9
ecdsa-P-256,keygen-wall-p95-ns,93166.0
ecdsa-P-256,keygen-wall-p99-ns,104593.0
ecdsa-P-256,keygen-wall-ci95lo-ns,92678.2
ecdsa-P-256,keygen-wall-ci95hi-ns,93041.2
ecdsa-P-256,keygen-cyc-median,4990.0
ecdsa-P-256,keygen-cyc-mean,5009.8
ecdsa-P-256,keygen-persec,10813.0
ecdsa-P-256,sign-iters,1000
ecdsa-P-256,sign-wall-median-ns,118019.0
ecdsa-P-256,sign-wall-mean-ns,118430.7
ecdsa-P-256,sign-wall-std-ns,1999.3
ecdsa-P-256,sign-wall-p95-ns,119074.0
ecdsa-P-256,sign-wall-p99-ns,129037.0
ecdsa-P-256,sign-wall-ci95lo-ns,118306.8
ecdsa-P-256,sign-wall-ci95hi-ns,118554.6
ecdsa-P-256,sign-cyc-median,6367.0
ecdsa-P-256,sign-cyc-mean,6388.9
ecdsa-P-256,sign-persec,8473.2
ecdsa-P-256,verify-iters,1000
ecdsa-P-256,verify-wall-median-ns,345463.0
ecdsa-P-256,verify-wall-mean-ns,346607.0
ecdsa-P-256,verify-wall-std-ns,4865.3
ecdsa-P-256,verify-wall-p95-ns,355278.0
ecdsa-P-256,verify-wall-p99-ns,356704.0
ecdsa-P-256,verify-wall-ci95lo-ns,346305.4
ecdsa-P-256,verify-wall-ci95hi-ns,346908.6
ecdsa-P-256,verify-cyc-median,18651.0
ecdsa-P-256,verify-cyc-mean,18711.4
ecdsa-P-256,verify-persec,2894.7
ecdsa-P-256,size-key-bits,256
ecdsa-P-256,size-pubkey-bytes,65
ecdsa-P-256,size-signature-max-bytes,72
ecdsa-P-384,keygen-iters,1000
ecdsa-P-384,keygen-wall-median-ns,4017926.0
ecdsa-P-384,keygen-wall-mean-ns,4036863.7
ecdsa-P-384,keygen-wall-std-ns,74499.3
ecdsa-P-384,keygen-wall-p95-ns,4086741.0
ecdsa-P-384,keygen-wall-p99-ns,4480815.0
ecdsa-P-384,keygen-wall-ci95lo-ns,4032246.2
ecdsa-P-384,keygen-wall-ci95hi-ns,4041481.2
ecdsa-P-384,keygen-cyc-median,216960.0
ecdsa-P-384,keygen-cyc-mean,217983.2
ecdsa-P-384,keygen-persec,248.9
ecdsa-P-384,sign-iters,1000
ecdsa-P-384,sign-wall-median-ns,4172463.0
ecdsa-P-384,sign-wall-mean-ns,4174010.2
ecdsa-P-384,sign-wall-std-ns,12205.6
ecdsa-P-384,sign-wall-p95-ns,4180926.0
ecdsa-P-384,sign-wall-p99-ns,4195500.0
ecdsa-P-384,sign-wall-ci95lo-ns,4173253.7
ecdsa-P-384,sign-wall-ci95hi-ns,4174766.7
ecdsa-P-384,sign-cyc-median,225305.0
ecdsa-P-384,sign-cyc-mean,225388.1
ecdsa-P-384,sign-persec,239.7
ecdsa-P-384,verify-iters,1000
ecdsa-P-384,verify-wall-median-ns,3306796.0
ecdsa-P-384,verify-wall-mean-ns,3306204.1
ecdsa-P-384,verify-wall-std-ns,8296.5
ecdsa-P-384,verify-wall-p95-ns,3315926.0
ecdsa-P-384,verify-wall-p99-ns,3321630.0
ecdsa-P-384,verify-wall-ci95lo-ns,3305689.9
ecdsa-P-384,verify-wall-ci95hi-ns,3306718.3
ecdsa-P-384,verify-cyc-median,178556.0
ecdsa-P-384,verify-cyc-mean,178525.4
ecdsa-P-384,verify-persec,302.4
ecdsa-P-384,size-key-bits,384
ecdsa-P-384,size-pubkey-bytes,97
ecdsa-P-384,size-signature-max-bytes,104
ecdsa-P-521,keygen-iters,1000
ecdsa-P-521,keygen-wall-median-ns,10397667.0
ecdsa-P-521,keygen-wall-mean-ns,10425906.6
ecdsa-P-521,keygen-wall-std-ns,132481.0
ecdsa-P-521,keygen-wall-p95-ns,10494000.0
ecdsa-P-521,keygen-wall-p99-ns,11178593.0
ecdsa-P-521,keygen-wall-ci95lo-ns,10417695.3
ecdsa-P-521,keygen-wall-ci95hi-ns,10434117.9
ecdsa-P-521,keygen-cyc-median,561468.0
ecdsa-P-521,keygen-cyc-mean,562986.1
ecdsa-P-521,keygen-persec,96.2
ecdsa-P-521,sign-iters,1000
ecdsa-P-521,sign-wall-median-ns,11000074.0
ecdsa-P-521,sign-wall-mean-ns,11030104.6
ecdsa-P-521,sign-wall-std-ns,138861.3
ecdsa-P-521,sign-wall-p95-ns,11153000.0
ecdsa-P-521,sign-wall-p99-ns,11811500.0
ecdsa-P-521,sign-wall-ci95lo-ns,11021497.9
ecdsa-P-521,sign-wall-ci95hi-ns,11038711.4
ecdsa-P-521,sign-cyc-median,593996.0
ecdsa-P-521,sign-cyc-mean,595617.0
ecdsa-P-521,sign-persec,90.9
ecdsa-P-521,verify-iters,1000
ecdsa-P-521,verify-wall-median-ns,8278500.0
ecdsa-P-521,verify-wall-mean-ns,8302610.1
ecdsa-P-521,verify-wall-std-ns,118094.3
ecdsa-P-521,verify-wall-p95-ns,8400166.0
ecdsa-P-521,verify-wall-p99-ns,8985112.0
ecdsa-P-521,verify-wall-ci95lo-ns,8295290.6
ecdsa-P-521,verify-wall-ci95hi-ns,8309929.7
ecdsa-P-521,verify-cyc-median,447029.0
ecdsa-P-521,verify-cyc-mean,448331.0
ecdsa-P-521,verify-persec,120.8
ecdsa-P-521,size-key-bits,521
ecdsa-P-521,size-pubkey-bytes,133
ecdsa-P-521,size-signature-max-bytes,139
ecdh-P-256,keygen-iters,1000
ecdh-P-256,keygen-wall-median-ns,92666.0
ecdh-P-256,keygen-wall-mean-ns,93086.2
ecdh-P-256,keygen-wall-std-ns,2780.3
ecdh-P-256,keygen-wall-p95-ns,93593.0
ecdh-P-256,keygen-wall-p99-ns,105259.0
ecdh-P-256,keygen-wall-ci95lo-ns,92913.8
ecdh-P-256,keygen-wall-ci95hi-ns,93258.5
ecdh-P-256,keygen-cyc-median,4999.0
ecdh-P-256,keygen-cyc-mean,5021.9
ecdh-P-256,keygen-persec,10791.4
ecdh-P-256,derive-iters,1000
ecdh-P-256,derive-wall-median-ns,262278.0
ecdh-P-256,derive-wall-mean-ns,262885.5
ecdh-P-256,derive-wall-std-ns,2158.7
ecdh-P-256,derive-wall-p95-ns,270370.0
ecdh-P-256,derive-wall-p99-ns,271444.0
ecdh-P-256,derive-wall-ci95lo-ns,262751.7
ecdh-P-256,derive-wall-ci95hi-ns,263019.3
ecdh-P-256,derive-cyc-median,14159.0
ecdh-P-256,derive-cyc-mean,14192.0
ecdh-P-256,derive-persec,3812.7
ecdh-P-256,size-key-bits,256
ecdh-P-256,size-pubkey-bytes,65
ecdh-P-384,keygen-iters,1000
ecdh-P-384,keygen-wall-median-ns,4013148.0
ecdh-P-384,keygen-wall-mean-ns,4026791.8
ecdh-P-384,keygen-wall-std-ns,68990.2
ecdh-P-384,keygen-wall-p95-ns,4048815.0
ecdh-P-384,keygen-wall-p99-ns,4459500.0
ecdh-P-384,keygen-wall-ci95lo-ns,4022515.8
ecdh-P-384,keygen-wall-ci95hi-ns,4031067.9
ecdh-P-384,keygen-cyc-median,216703.0
ecdh-P-384,keygen-cyc-mean,217439.7
ecdh-P-384,keygen-persec,249.2
ecdh-P-384,derive-iters,1000
ecdh-P-384,derive-wall-median-ns,3957186.0
ecdh-P-384,derive-wall-mean-ns,3966697.6
ecdh-P-384,derive-wall-std-ns,60479.9
ecdh-P-384,derive-wall-p95-ns,3993740.0
ecdh-P-384,derive-wall-p99-ns,4220685.0
