openssl: OpenSSL 3.6.2 7 Apr 2026
algo: rsa-3072
key-size: 3072
keygen-iters: 1000
keygen-wall-median-ns: 1313311703.0
keygen-wall-mean-ns: 1548285249.9
keygen-wall-std-ns: 1001880022.7
keygen-wall-p95-ns: 3391177202.0
keygen-wall-p99-ns: 5052919071.0
keygen-wall-ci95lo-ns: 1486188082.8
keygen-wall-ci95hi-ns: 1610382417.1
keygen-cyc-median: 70918823.0
keygen-cyc-mean: 83607394.2
keygen-persec: 0.8
pss-sign-iters: 1000
pss-sign-wall-median-ns: 18254796.0
pss-sign-wall-mean-ns: 18360811.2
pss-sign-wall-std-ns: 583295.3
pss-sign-wall-p95-ns: 18281259.0
pss-sign-wall-p99-ns: 21634352.0
pss-sign-wall-ci95lo-ns: 18324658.1
pss-sign-wall-ci95hi-ns: 18396964.2
pss-sign-cyc-median: 985752.0
pss-sign-cyc-mean: 991476.3
pss-sign-persec: 54.8
pss-verify-iters: 1000
pss-verify-wall-median-ns: 334611.0
pss-verify-wall-mean-ns: 335492.6
pss-verify-wall-std-ns: 2788.8
pss-verify-wall-p95-ns: 343981.0
pss-verify-wall-p99-ns: 345074.0
pss-verify-wall-ci95lo-ns: 335319.8
pss-verify-wall-ci95hi-ns: 335665.5
pss-verify-cyc-median: 18066.0
pss-verify-cyc-mean: 18112.8
pss-verify-persec: 2988.5
oaep-encrypt-iters: 1000
oaep-encrypt-wall-median-ns: 347093.0
oaep-encrypt-wall-mean-ns: 348150.2
oaep-encrypt-wall-std-ns: 3090.2
oaep-encrypt-wall-p95-ns: 356019.0
oaep-encrypt-wall-p99-ns: 360055.0
oaep-encrypt-wall-ci95lo-ns: 347958.7
oaep-encrypt-wall-ci95hi-ns: 348341.8
oaep-encrypt-cyc-median: 18738.0
oaep-encrypt-cyc-mean: 18795.1
oaep-encrypt-persec: 2881.1
oaep-decrypt-iters: 1000
oaep-decrypt-wall-median-ns: 18249204.0
oaep-decrypt-wall-mean-ns: 18355536.0
oaep-decrypt-wall-std-ns: 586661.8
oaep-decrypt-wall-p95-ns: 18273685.0
oaep-decrypt-wall-p99-ns: 21651315.0
oaep-decrypt-wall-ci95lo-ns: 18319174.4
oaep-decrypt-wall-ci95hi-ns: 18391897.7
oaep-decrypt-cyc-median: 985451.0
oaep-decrypt-cyc-mean: 991192.3
oaep-decrypt-persec: 54.8
size-key-bits: 3072
size-signature-bytes: 384
