algo,metric,value
rsa-3072,key-size,3072
rsa-3072,keygen-iters,1000
rsa-3072,keygen-wall-median-ns,1313311703.0
rsa-3072,keygen-wall-mean-ns,1548285249.9
rsa-3072,keygen-wall-std-ns,1001880022.7
rsa-3072,keygen-wall-p95-ns,3391177202.0
rsa-3072,keygen-wall-p99-ns,5052919071.0
rsa-3072,keygen-wall-ci95lo-ns,1486188082.8
rsa-3072,keygen-wall-ci95hi-ns,1610382417.1
rsa-3072,keygen-cyc-median,70918823.0
rsa-3072,keygen-cyc-mean,83607394.2
rsa-3072,keygen-persec,0.8
rsa-3072,pss-sign-iters,1000
rsa-3072,pss-sign-wall-median-ns,18254796.0
rsa-3072,pss-sign-wall-mean-ns,18360811.2
rsa-3072,pss-sign-wall-std-ns,583295.3
rsa-3072,pss-sign-wall-p95-ns,18281259.0
rsa-3072,pss-sign-wall-p99-ns,21634352.0
rsa-3072,pss-sign-wall-ci95lo-ns,18324658.1
rsa-3072,pss-sign-wall-ci95hi-ns,18396964.2
rsa-3072,pss-sign-cyc-median,985752.0
rsa-3072,pss-sign-cyc-mean,991476.3
rsa-3072,pss-sign-persec,54.8
rsa-3072,pss-verify-iters,1000
rsa-3072,pss-verify-wall-median-ns,334611.0
rsa-3072,pss-verify-wall-mean-ns,335492.6
rsa-3072,pss-verify-wall-std-ns,2788.8
rsa-3072,pss-verify-wall-p95-ns,343981.0
rsa-3072,pss-verify-wall-p99-ns,345074.0
rsa-3072,pss-verify-wall-ci95lo-ns,335319.8
rsa-3072,pss-verify-wall-ci95hi-ns,335665.5
rsa-3072,pss-verify-cyc-median,18066.0
rsa-3072,pss-verify-cyc-mean,18112.8
rsa-3072,pss-verify-persec,2988.5
rsa-3072,oaep-encrypt-iters,1000
rsa-3072,oaep-encrypt-wall-median-ns,347093.0
rsa-3072,oaep-encrypt-wall-mean-ns,348150.2
rsa-3072,oaep-encrypt-wall-std-ns,3090.2
rsa-3072,oaep-encrypt-wall-p95-ns,356019.0
rsa-3072,oaep-encrypt-wall-p99-ns,360055.0
rsa-3072,oaep-encrypt-wall-ci95lo-ns,347958.7
rsa-3072,oaep-encrypt-wall-ci95hi-ns,348341.8
rsa-3072,oaep-encrypt-cyc-median,18738.0
rsa-3072,oaep-encrypt-cyc-mean,18795.1
rsa-3072,oaep-encrypt-persec,2881.1
rsa-3072,oaep-decrypt-iters,1000
rsa-3072,oaep-decrypt-wall-median-ns,18249204.0
rsa-3072,oaep-decrypt-wall-mean-ns,18355536.0
rsa-3072,oaep-decrypt-wall-std-ns,586661.8
rsa-3072,oaep-decrypt-wall-p95-ns,18273685.0
rsa-3072,oaep-decrypt-wall-p99-ns,21651315.0
rsa-3072,oaep-decrypt-wall-ci95lo-ns,18319174.4
rsa-3072,oaep-decrypt-wall-ci95hi-ns,18391897.7
rsa-3072,oaep-decrypt-cyc-median,985451.0
rsa-3072,oaep-decrypt-cyc-mean,991192.3
rsa-3072,oaep-decrypt-persec,54.8
rsa-3072,size-key-bits,3072
rsa-3072,size-signature-bytes,384
ecdsa-P-256,keygen-iters,1000
ecdsa-P-256,keygen-wall-median-ns,92592.0
ecdsa-P-256,keygen-wall-mean-ns,93168.3
ecdsa-P-256,keygen-wall-std-ns,5014.1
ecdsa-P-256,keygen-wall-p95-ns,93778.0
ecdsa-P-256,keygen-wall-p99-ns,105575.0
ecdsa-P-256,keygen-wall-ci95lo-ns,92857.5
ecdsa-P-256,keygen-wall-ci95hi-ns,93479.1
ecdsa-P-256,keygen-cyc-median,4995.0
ecdsa-P-256,keygen-cyc-mean,5026.2
ecdsa-P-256,keygen-persec,10800.1
ecdsa-P-256,sign-iters,1000
ecdsa-P-256,sign-wall-median-ns,118056.0
ecdsa-P-256,sign-wall-mean-ns,118415.0
ecdsa-P-256,sign-wall-std-ns,1851.6
ecdsa-P-256,sign-wall-p95-ns,119018.0
ecdsa-P-256,sign-wall-p99-ns,128278.0
ecdsa-P-256,sign-wall-ci95lo-ns,118300.2
ecdsa-P-256,sign-wall-ci95hi-ns,118529.7
ecdsa-P-256,sign-cyc-median,6369.0
ecdsa-P-256,sign-cyc-mean,6387.9
ecdsa-P-256,sign-persec,8470.6
ecdsa-P-256,verify-iters,1000
ecdsa-P-256,verify-wall-median-ns,345445.0
ecdsa-P-256,verify-wall-mean-ns,346503.5
ecdsa-P-256,verify-wall-std-ns,3244.9
ecdsa-P-256,verify-wall-p95-ns,355222.0
ecdsa-P-256,verify-wall-p99-ns,358371.0
ecdsa-P-256,verify-wall-ci95lo-ns,346302.3
ecdsa-P-256,verify-wall-ci95hi-ns,346704.6
ecdsa-P-256,verify-cyc-median,18649.0
ecdsa-P-256,verify-cyc-mean,18705.5
ecdsa-P-256,verify-persec,2894.8
ecdsa-P-256,size-key-bits,256
ecdsa-P-256,size-pubkey-bytes,65
ecdsa-P-256,size-signature-max-bytes,72
ecdsa-P-384,keygen-iters,1000
ecdsa-P-384,keygen-wall-median-ns,4018111.0
ecdsa-P-384,keygen-wall-mean-ns,4022458.6
ecdsa-P-384,keygen-wall-std-ns,14831.0
ecdsa-P-384,keygen-wall-p95-ns,4049463.0
ecdsa-P-384,keygen-wall-p99-ns,4068500.0
ecdsa-P-384,keygen-wall-ci95lo-ns,4021539.4
ecdsa-P-384,keygen-wall-ci95hi-ns,4023377.8
ecdsa-P-384,keygen-cyc-median,216970.0
ecdsa-P-384,keygen-cyc-mean,217205.2
ecdsa-P-384,keygen-persec,248.9
ecdsa-P-384,sign-iters,1000
ecdsa-P-384,sign-wall-median-ns,4178371.0
ecdsa-P-384,sign-wall-mean-ns,4179082.5
ecdsa-P-384,sign-wall-std-ns,5296.3
ecdsa-P-384,sign-wall-p95-ns,4187111.0
ecdsa-P-384,sign-wall-p99-ns,4200111.0
ecdsa-P-384,sign-wall-ci95lo-ns,4178754.3
ecdsa-P-384,sign-wall-ci95hi-ns,4179410.8
ecdsa-P-384,sign-cyc-median,225625.0
ecdsa-P-384,sign-cyc-mean,225662.7
ecdsa-P-384,sign-persec,239.3
ecdsa-P-384,verify-iters,1000
ecdsa-P-384,verify-wall-median-ns,3306278.0
ecdsa-P-384,verify-wall-mean-ns,3306086.8
ecdsa-P-384,verify-wall-std-ns,6154.0
ecdsa-P-384,verify-wall-p95-ns,3314722.0
ecdsa-P-384,verify-wall-p99-ns,3321056.0
ecdsa-P-384,verify-wall-ci95lo-ns,3305705.3
ecdsa-P-384,verify-wall-ci95hi-ns,3306468.2
ecdsa-P-384,verify-cyc-median,178531.0
ecdsa-P-384,verify-cyc-mean,178519.9
ecdsa-P-384,verify-persec,302.5
ecdsa-P-384,size-key-bits,384
ecdsa-P-384,size-pubkey-bytes,97
ecdsa-P-384,size-signature-max-bytes,104
ecdsa-P-521,keygen-iters,1000
ecdsa-P-521,keygen-wall-median-ns,10400907.0
ecdsa-P-521,keygen-wall-mean-ns,10469403.7
ecdsa-P-521,keygen-wall-std-ns,427871.2
ecdsa-P-521,keygen-wall-p95-ns,10669481.0
ecdsa-P-521,keygen-wall-p99-ns,11370092.0
ecdsa-P-521,keygen-wall-ci95lo-ns,10442884.0
ecdsa-P-521,keygen-wall-ci95hi-ns,10495923.5
ecdsa-P-521,keygen-cyc-median,561642.0
ecdsa-P-521,keygen-cyc-mean,565340.0
ecdsa-P-521,keygen-persec,96.1
ecdsa-P-521,sign-iters,1000
ecdsa-P-521,sign-wall-median-ns,11004556.0
ecdsa-P-521,sign-wall-mean-ns,11036131.1
ecdsa-P-521,sign-wall-std-ns,141654.4
ecdsa-P-521,sign-wall-p95-ns,11174333.0
ecdsa-P-521,sign-wall-p99-ns,11780574.0
ecdsa-P-521,sign-wall-ci95lo-ns,11027351.3
ecdsa-P-521,sign-wall-ci95hi-ns,11044910.9
ecdsa-P-521,sign-cyc-median,594239.0
ecdsa-P-521,sign-cyc-mean,595942.8
ecdsa-P-521,sign-persec,90.9
ecdsa-P-521,verify-iters,1000
ecdsa-P-521,verify-wall-median-ns,8268370.0
ecdsa-P-521,verify-wall-mean-ns,8291056.9
ecdsa-P-521,verify-wall-std-ns,111688.6
ecdsa-P-521,verify-wall-p95-ns,8342889.0
ecdsa-P-521,verify-wall-p99-ns,8979722.0
ecdsa-P-521,verify-wall-ci95lo-ns,8284134.4
ecdsa-P-521,verify-wall-ci95hi-ns,8297979.5
ecdsa-P-521,verify-cyc-median,446482.0
ecdsa-P-521,verify-cyc-mean,447708.0
ecdsa-P-521,verify-persec,120.9
ecdsa-P-521,size-key-bits,521
ecdsa-P-521,size-pubkey-bytes,133
ecdsa-P-521,size-signature-max-bytes,139
ecdh-P-256,keygen-iters,1000
ecdh-P-256,keygen-wall-median-ns,92296.0
ecdh-P-256,keygen-wall-mean-ns,92721.9
ecdh-P-256,keygen-wall-std-ns,2961.6
ecdh-P-256,keygen-wall-p95-ns,93149.0
ecdh-P-256,keygen-wall-p99-ns,104500.0
ecdh-P-256,keygen-wall-ci95lo-ns,92538.3
ecdh-P-256,keygen-wall-ci95hi-ns,92905.4
ecdh-P-256,keygen-cyc-median,4978.0
ecdh-P-256,keygen-cyc-mean,5000.7
ecdh-P-256,keygen-persec,10834.7
ecdh-P-256,derive-iters,1000
ecdh-P-256,derive-wall-median-ns,262222.0
ecdh-P-256,derive-wall-mean-ns,262865.6
ecdh-P-256,derive-wall-std-ns,2443.4
ecdh-P-256,derive-wall-p95-ns,270370.0
ecdh-P-256,derive-wall-p99-ns,271518.0
ecdh-P-256,derive-wall-ci95lo-ns,262714.2
ecdh-P-256,derive-wall-ci95hi-ns,263017.0
ecdh-P-256,derive-cyc-median,14156.0
ecdh-P-256,derive-cyc-mean,14190.9
ecdh-P-256,derive-persec,3813.6
ecdh-P-256,size-key-bits,256
ecdh-P-256,size-pubkey-bytes,65
ecdh-P-384,keygen-iters,1000
ecdh-P-384,keygen-wall-median-ns,4010482.0
ecdh-P-384,keygen-wall-mean-ns,4011653.0
ecdh-P-384,keygen-wall-std-ns,9575.0
ecdh-P-384,keygen-wall-p95-ns,4017407.0
ecdh-P-384,keygen-wall-p99-ns,4032352.0
ecdh-P-384,keygen-wall-ci95lo-ns,4011059.6
ecdh-P-384,keygen-wall-ci95hi-ns,4012246.5
ecdh-P-384,keygen-cyc-median,216559.0
ecdh-P-384,keygen-cyc-mean,216621.5
ecdh-P-384,keygen-persec,249.3
ecdh-P-384,derive-iters,1000
ecdh-P-384,derive-wall-median-ns,3944611.0
ecdh-P-384,derive-wall-mean-ns,3947446.0
ecdh-P-384,derive-wall-std-ns,12166.9
ecdh-P-384,derive-wall-p95-ns,3970556.0
ecdh-P-384,derive-wall-p99-ns,3975444.0
