algo,metric,value
rsa-3072,key-size,3072
rsa-3072,keygen-iters,1000
rsa-3072,keygen-wall-median-ns,1364516647.0
rsa-3072,keygen-wall-mean-ns,1562458726.2
rsa-3072,keygen-wall-std-ns,962445466.1
rsa-3072,keygen-wall-p95-ns,3495409906.0
rsa-3072,keygen-wall-p99-ns,4609895905.0
rsa-3072,keygen-wall-ci95lo-ns,1502805738.2
rsa-3072,keygen-wall-ci95hi-ns,1622111714.2
rsa-3072,keygen-cyc-median,73683892.0
rsa-3072,keygen-cyc-mean,84372760.4
rsa-3072,keygen-persec,0.7
rsa-3072,pss-sign-iters,1000
rsa-3072,pss-sign-wall-median-ns,18394703.0
rsa-3072,pss-sign-wall-mean-ns,18549817.4
rsa-3072,pss-sign-wall-std-ns,613063.1
rsa-3072,pss-sign-wall-p95-ns,19313685.0
rsa-3072,pss-sign-wall-p99-ns,21796537.0
rsa-3072,pss-sign-wall-ci95lo-ns,18511819.3
rsa-3072,pss-sign-wall-ci95hi-ns,18587815.4
rsa-3072,pss-sign-cyc-median,993306.0
rsa-3072,pss-sign-cyc-mean,1001682.4
rsa-3072,pss-sign-persec,54.4
rsa-3072,pss-verify-iters,1000
rsa-3072,pss-verify-wall-median-ns,334555.0
rsa-3072,pss-verify-wall-mean-ns,336710.9
rsa-3072,pss-verify-wall-std-ns,11470.2
rsa-3072,pss-verify-wall-p95-ns,343981.0
rsa-3072,pss-verify-wall-p99-ns,418630.0
rsa-3072,pss-verify-wall-ci95lo-ns,335999.9
rsa-3072,pss-verify-wall-ci95hi-ns,337421.8
rsa-3072,pss-verify-cyc-median,18061.0
rsa-3072,pss-verify-cyc-mean,18178.0
rsa-3072,pss-verify-persec,2989.0
rsa-3072,oaep-encrypt-iters,1000
rsa-3072,oaep-encrypt-wall-median-ns,347222.0
rsa-3072,oaep-encrypt-wall-mean-ns,348231.5
rsa-3072,oaep-encrypt-wall-std-ns,3571.4
rsa-3072,oaep-encrypt-wall-p95-ns,356111.0
rsa-3072,oaep-encrypt-wall-p99-ns,357000.0
rsa-3072,oaep-encrypt-wall-ci95lo-ns,348010.1
rsa-3072,oaep-encrypt-wall-ci95hi-ns,348452.8
rsa-3072,oaep-encrypt-cyc-median,18746.0
rsa-3072,oaep-encrypt-cyc-mean,18800.1
rsa-3072,oaep-encrypt-persec,2880.0
rsa-3072,oaep-decrypt-iters,1000
rsa-3072,oaep-decrypt-wall-median-ns,18285556.0
rsa-3072,oaep-decrypt-wall-mean-ns,18439779.0
rsa-3072,oaep-decrypt-wall-std-ns,622452.9
rsa-3072,oaep-decrypt-wall-p95-ns,19207926.0
rsa-3072,oaep-decrypt-wall-p99-ns,21686518.0
rsa-3072,oaep-decrypt-wall-ci95lo-ns,18401199.0
rsa-3072,oaep-decrypt-wall-ci95hi-ns,18478359.0
rsa-3072,oaep-decrypt-cyc-median,987414.0
rsa-3072,oaep-decrypt-cyc-mean,995741.4
rsa-3072,oaep-decrypt-persec,54.7
rsa-3072,size-key-bits,3072
rsa-3072,size-signature-bytes,384
ecdsa-P-256,keygen-iters,1000
ecdsa-P-256,keygen-wall-median-ns,92796.0
ecdsa-P-256,keygen-wall-mean-ns,93187.7
ecdsa-P-256,keygen-wall-std-ns,2991.7
ecdsa-P-256,keygen-wall-p95-ns,93648.0
ecdsa-P-256,keygen-wall-p99-ns,104352.0
ecdsa-P-256,keygen-wall-ci95lo-ns,93002.3
ecdsa-P-256,keygen-wall-ci95hi-ns,93373.2
ecdsa-P-256,keygen-cyc-median,5005.0
ecdsa-P-256,keygen-cyc-mean,5025.8
ecdsa-P-256,keygen-persec,10776.3
ecdsa-P-256,sign-iters,1000
ecdsa-P-256,sign-wall-median-ns,118129.0
ecdsa-P-256,sign-wall-mean-ns,118528.9
ecdsa-P-256,sign-wall-std-ns,2221.7
ecdsa-P-256,sign-wall-p95-ns,119111.0
ecdsa-P-256,sign-wall-p99-ns,128426.0
ecdsa-P-256,sign-wall-ci95lo-ns,118391.2
ecdsa-P-256,sign-wall-ci95hi-ns,118666.6
ecdsa-P-256,sign-cyc-median,6372.0
ecdsa-P-256,sign-cyc-mean,6393.7
ecdsa-P-256,sign-persec,8465.3
ecdsa-P-256,verify-iters,1000
ecdsa-P-256,verify-wall-median-ns,345426.0
ecdsa-P-256,verify-wall-mean-ns,350319.5
ecdsa-P-256,verify-wall-std-ns,19535.7
ecdsa-P-256,verify-wall-p95-ns,364093.0
ecdsa-P-256,verify-wall-p99-ns,459685.0
ecdsa-P-256,verify-wall-ci95lo-ns,349108.6
ecdsa-P-256,verify-wall-ci95hi-ns,351530.3
ecdsa-P-256,verify-cyc-median,18647.0
ecdsa-P-256,verify-cyc-mean,18911.1
ecdsa-P-256,verify-persec,2895.0
ecdsa-P-256,size-key-bits,256
ecdsa-P-256,size-pubkey-bytes,65
ecdsa-P-256,size-signature-max-bytes,72
ecdsa-P-384,keygen-iters,1000
ecdsa-P-384,keygen-wall-median-ns,4011889.0
ecdsa-P-384,keygen-wall-mean-ns,4021596.9
ecdsa-P-384,keygen-wall-std-ns,60019.8
ecdsa-P-384,keygen-wall-p95-ns,4027666.0
ecdsa-P-384,keygen-wall-p99-ns,4291203.0
ecdsa-P-384,keygen-wall-ci95lo-ns,4017876.9
ecdsa-P-384,keygen-wall-ci95hi-ns,4025317.0
ecdsa-P-384,keygen-cyc-median,216634.0
ecdsa-P-384,keygen-cyc-mean,217158.1
ecdsa-P-384,keygen-persec,249.3
ecdsa-P-384,sign-iters,1000
ecdsa-P-384,sign-wall-median-ns,4181241.0
ecdsa-P-384,sign-wall-mean-ns,4195118.9
ecdsa-P-384,sign-wall-std-ns,67306.6
ecdsa-P-384,sign-wall-p95-ns,4208445.0
ecdsa-P-384,sign-wall-p99-ns,4601704.0
ecdsa-P-384,sign-wall-ci95lo-ns,4190947.2
ecdsa-P-384,sign-wall-ci95hi-ns,4199290.6
ecdsa-P-384,sign-cyc-median,225779.0
ecdsa-P-384,sign-cyc-mean,226527.5
ecdsa-P-384,sign-persec,239.2
ecdsa-P-384,verify-iters,1000
ecdsa-P-384,verify-wall-median-ns,3316444.0
ecdsa-P-384,verify-wall-mean-ns,3326225.6
ecdsa-P-384,verify-wall-std-ns,58050.9
ecdsa-P-384,verify-wall-p95-ns,3344167.0
ecdsa-P-384,verify-wall-p99-ns,3722778.0
ecdsa-P-384,verify-wall-ci95lo-ns,3322627.6
ecdsa-P-384,verify-wall-ci95hi-ns,3329823.6
ecdsa-P-384,verify-cyc-median,179081.0
ecdsa-P-384,verify-cyc-mean,179607.6
ecdsa-P-384,verify-persec,301.5
ecdsa-P-384,size-key-bits,384
ecdsa-P-384,size-pubkey-bytes,97
ecdsa-P-384,size-signature-max-bytes,104
ecdsa-P-521,keygen-iters,1000
ecdsa-P-521,keygen-wall-median-ns,10405482.0
ecdsa-P-521,keygen-wall-mean-ns,10435869.2
ecdsa-P-521,keygen-wall-std-ns,140845.7
ecdsa-P-521,keygen-wall-p95-ns,10494037.0
ecdsa-P-521,keygen-wall-p99-ns,11326592.0
ecdsa-P-521,keygen-wall-ci95lo-ns,10427139.5
ecdsa-P-521,keygen-wall-ci95hi-ns,10444598.9
ecdsa-P-521,keygen-cyc-median,561888.0
ecdsa-P-521,keygen-cyc-mean,563529.9
ecdsa-P-521,keygen-persec,96.1
ecdsa-P-521,sign-iters,1000
ecdsa-P-521,sign-wall-median-ns,11001241.0
ecdsa-P-521,sign-wall-mean-ns,11031657.9
ecdsa-P-521,sign-wall-std-ns,138848.5
ecdsa-P-521,sign-wall-p95-ns,11160815.0
ecdsa-P-521,sign-wall-p99-ns,11778167.0
ecdsa-P-521,sign-wall-ci95lo-ns,11023052.0
ecdsa-P-521,sign-wall-ci95hi-ns,11040263.8
ecdsa-P-521,sign-cyc-median,594059.0
ecdsa-P-521,sign-cyc-mean,595701.0
ecdsa-P-521,sign-persec,90.9
ecdsa-P-521,verify-iters,1000
ecdsa-P-521,verify-wall-median-ns,8350240.0
ecdsa-P-521,verify-wall-mean-ns,8372988.4
ecdsa-P-521,verify-wall-std-ns,114038.4
ecdsa-P-521,verify-wall-p95-ns,8402852.0
ecdsa-P-521,verify-wall-p99-ns,9048648.0
ecdsa-P-521,verify-wall-ci95lo-ns,8365920.2
ecdsa-P-521,verify-wall-ci95hi-ns,8380056.5
ecdsa-P-521,verify-cyc-median,450904.0
ecdsa-P-521,verify-cyc-mean,452131.4
ecdsa-P-521,verify-persec,119.8
ecdsa-P-521,size-key-bits,521
ecdsa-P-521,size-pubkey-bytes,133
ecdsa-P-521,size-signature-max-bytes,139
ecdh-P-256,keygen-iters,1000
ecdh-P-256,keygen-wall-median-ns,92259.0
ecdh-P-256,keygen-wall-mean-ns,94514.1
ecdh-P-256,keygen-wall-std-ns,13188.7
ecdh-P-256,keygen-wall-p95-ns,95815.0
ecdh-P-256,keygen-wall-p99-ns,157889.0
ecdh-P-256,keygen-wall-ci95lo-ns,93696.7
ecdh-P-256,keygen-wall-ci95hi-ns,95331.5
ecdh-P-256,keygen-cyc-median,4977.0
ecdh-P-256,keygen-cyc-mean,5098.8
ecdh-P-256,keygen-persec,10839.1
ecdh-P-256,derive-iters,1000
ecdh-P-256,derive-wall-median-ns,262259.0
ecdh-P-256,derive-wall-mean-ns,266292.1
ecdh-P-256,derive-wall-std-ns,19458.7
ecdh-P-256,derive-wall-p95-ns,271463.0
ecdh-P-256,derive-wall-p99-ns,354740.0
ecdh-P-256,derive-wall-ci95lo-ns,265086.0
ecdh-P-256,derive-wall-ci95hi-ns,267498.2
ecdh-P-256,derive-cyc-median,14158.0
ecdh-P-256,derive-cyc-mean,14375.9
ecdh-P-256,derive-persec,3813.0
ecdh-P-256,size-key-bits,256
ecdh-P-256,size-pubkey-bytes,65
ecdh-P-384,keygen-iters,1000
ecdh-P-384,keygen-wall-median-ns,4010370.0
ecdh-P-384,keygen-wall-mean-ns,4023215.7
ecdh-P-384,keygen-wall-std-ns,71525.1
ecdh-P-384,keygen-wall-p95-ns,4033778.0
ecdh-P-384,keygen-wall-p99-ns,4431518.0
ecdh-P-384,keygen-wall-ci95lo-ns,4018782.6
ecdh-P-384,keygen-wall-ci95hi-ns,4027648.9
ecdh-P-384,keygen-cyc-median,216552.0
ecdh-P-384,keygen-cyc-mean,217245.8
ecdh-P-384,keygen-persec,249.4
ecdh-P-384,derive-iters,1000
ecdh-P-384,derive-wall-median-ns,3936278.0
ecdh-P-384,derive-wall-mean-ns,3937596.4
ecdh-P-384,derive-wall-std-ns,14467.8
ecdh-P-384,derive-wall-p95-ns,3942685.0
ecdh-P-384,derive-wall-p99-ns,3964685.0
