algo,metric,value
rsa-3072,key-size,3072
rsa-3072,keygen-iters,1000
rsa-3072,keygen-wall-median-ns,101477483.0
rsa-3072,keygen-wall-mean-ns,120040633.3
rsa-3072,keygen-wall-std-ns,76655559.1
rsa-3072,keygen-wall-p95-ns,267842898.0
rsa-3072,keygen-wall-p99-ns,360815026.0
rsa-3072,keygen-wall-ci95lo-ns,115289472.5
rsa-3072,keygen-wall-ci95hi-ns,124791794.0
rsa-3072,keygen-cyc-median,272771410.0
rsa-3072,keygen-cyc-mean,322669140.1
rsa-3072,keygen-persec,9.9
rsa-3072,pss-sign-iters,1000
rsa-3072,pss-sign-wall-median-ns,1327368.0
rsa-3072,pss-sign-wall-mean-ns,1339359.5
rsa-3072,pss-sign-wall-std-ns,65843.8
rsa-3072,pss-sign-wall-p95-ns,1333387.0
rsa-3072,pss-sign-wall-p99-ns,1709619.0
rsa-3072,pss-sign-wall-ci95lo-ns,1335278.5
rsa-3072,pss-sign-wall-ci95hi-ns,1343440.6
rsa-3072,pss-sign-cyc-median,3567900.0
rsa-3072,pss-sign-cyc-mean,3600133.0
rsa-3072,pss-sign-persec,753.4
rsa-3072,pss-verify-iters,1000
rsa-3072,pss-verify-wall-median-ns,29208.0
rsa-3072,pss-verify-wall-mean-ns,29247.2
rsa-3072,pss-verify-wall-std-ns,238.0
rsa-3072,pss-verify-wall-p95-ns,29441.0
rsa-3072,pss-verify-wall-p99-ns,30460.0
rsa-3072,pss-verify-wall-ci95lo-ns,29232.5
rsa-3072,pss-verify-wall-ci95hi-ns,29262.0
rsa-3072,pss-verify-cyc-median,78454.0
rsa-3072,pss-verify-cyc-mean,78560.2
rsa-3072,pss-verify-persec,34237.2
rsa-3072,oaep-encrypt-iters,1000
rsa-3072,oaep-encrypt-wall-median-ns,29734.0
rsa-3072,oaep-encrypt-wall-mean-ns,29771.5
rsa-3072,oaep-encrypt-wall-std-ns,226.0
rsa-3072,oaep-encrypt-wall-p95-ns,29939.0
rsa-3072,oaep-encrypt-wall-p99-ns,30890.0
rsa-3072,oaep-encrypt-wall-ci95lo-ns,29757.5
rsa-3072,oaep-encrypt-wall-ci95hi-ns,29785.5
rsa-3072,oaep-encrypt-cyc-median,79872.0
rsa-3072,oaep-encrypt-cyc-mean,79971.1
rsa-3072,oaep-encrypt-persec,33631.5
rsa-3072,oaep-decrypt-iters,1000
rsa-3072,oaep-decrypt-wall-median-ns,1328738.0
rsa-3072,oaep-decrypt-wall-mean-ns,1340810.8
rsa-3072,oaep-decrypt-wall-std-ns,65824.6
rsa-3072,oaep-decrypt-wall-p95-ns,1336522.0
rsa-3072,oaep-decrypt-wall-p99-ns,1710651.0
rsa-3072,oaep-decrypt-wall-ci95lo-ns,1336731.0
rsa-3072,oaep-decrypt-wall-ci95hi-ns,1344890.7
rsa-3072,oaep-decrypt-cyc-median,3571584.0
rsa-3072,oaep-decrypt-cyc-mean,3604035.7
rsa-3072,oaep-decrypt-persec,752.6
rsa-3072,size-key-bits,3072
rsa-3072,size-signature-bytes,384
ecdsa-P-256,keygen-iters,1000
ecdsa-P-256,keygen-wall-median-ns,11891.0
ecdsa-P-256,keygen-wall-mean-ns,14945.3
ecdsa-P-256,keygen-wall-std-ns,9322.9
ecdsa-P-256,keygen-wall-p95-ns,25177.0
ecdsa-P-256,keygen-wall-p99-ns,26414.0
ecdsa-P-256,keygen-wall-ci95lo-ns,14367.5
ecdsa-P-256,keygen-wall-ci95hi-ns,15523.2
ecdsa-P-256,keygen-cyc-median,31884.0
ecdsa-P-256,keygen-cyc-mean,40051.0
ecdsa-P-256,keygen-persec,84097.2
ecdsa-P-256,sign-iters,1000
ecdsa-P-256,sign-wall-median-ns,16694.0
ecdsa-P-256,sign-wall-mean-ns,16722.8
ecdsa-P-256,sign-wall-std-ns,211.5
ecdsa-P-256,sign-wall-p95-ns,16824.0
ecdsa-P-256,sign-wall-p99-ns,17990.0
ecdsa-P-256,sign-wall-ci95lo-ns,16709.7
ecdsa-P-256,sign-wall-ci95hi-ns,16735.9
ecdsa-P-256,sign-cyc-median,44804.0
ecdsa-P-256,sign-cyc-mean,44880.6
ecdsa-P-256,sign-persec,59901.8
ecdsa-P-256,verify-iters,1000
ecdsa-P-256,verify-wall-median-ns,52426.0
ecdsa-P-256,verify-wall-mean-ns,52493.4
ecdsa-P-256,verify-wall-std-ns,380.2
ecdsa-P-256,verify-wall-p95-ns,53478.0
ecdsa-P-256,verify-wall-p99-ns,54185.0
ecdsa-P-256,verify-wall-ci95lo-ns,52469.8
ecdsa-P-256,verify-wall-ci95hi-ns,52517.0
ecdsa-P-256,verify-cyc-median,140856.0
ecdsa-P-256,verify-cyc-mean,141038.2
ecdsa-P-256,verify-persec,19074.5
ecdsa-P-256,size-key-bits,256
ecdsa-P-256,size-pubkey-bytes,65
ecdsa-P-256,size-signature-max-bytes,72
ecdsa-P-384,keygen-iters,1000
ecdsa-P-384,keygen-wall-median-ns,468221.0
ecdsa-P-384,keygen-wall-mean-ns,468733.1
ecdsa-P-384,keygen-wall-std-ns,3088.8
ecdsa-P-384,keygen-wall-p95-ns,473847.0
ecdsa-P-384,keygen-wall-p99-ns,477855.0
ecdsa-P-384,keygen-wall-ci95lo-ns,468541.7
ecdsa-P-384,keygen-wall-ci95hi-ns,468924.6
ecdsa-P-384,keygen-cyc-median,1258524.0
ecdsa-P-384,keygen-cyc-mean,1259898.6
ecdsa-P-384,keygen-persec,2135.7
ecdsa-P-384,sign-iters,1000
ecdsa-P-384,sign-wall-median-ns,483363.0
ecdsa-P-384,sign-wall-mean-ns,483745.5
ecdsa-P-384,sign-wall-std-ns,2774.7
ecdsa-P-384,sign-wall-p95-ns,487975.0
ecdsa-P-384,sign-wall-p99-ns,491622.0
ecdsa-P-384,sign-wall-ci95lo-ns,483573.6
ecdsa-P-384,sign-wall-ci95hi-ns,483917.5
ecdsa-P-384,sign-cyc-median,1299224.0
ecdsa-P-384,sign-cyc-mean,1300252.0
ecdsa-P-384,sign-persec,2068.8
ecdsa-P-384,verify-iters,1000
ecdsa-P-384,verify-wall-median-ns,412006.0
ecdsa-P-384,verify-wall-mean-ns,412299.6
ecdsa-P-384,verify-wall-std-ns,2498.0
ecdsa-P-384,verify-wall-p95-ns,415935.0
ecdsa-P-384,verify-wall-p99-ns,421052.0
ecdsa-P-384,verify-wall-ci95lo-ns,412144.8
ecdsa-P-384,verify-wall-ci95hi-ns,412454.5
ecdsa-P-384,verify-cyc-median,1107418.0
ecdsa-P-384,verify-cyc-mean,1108204.5
ecdsa-P-384,verify-persec,2427.1
ecdsa-P-384,size-key-bits,384
ecdsa-P-384,size-pubkey-bytes,97
ecdsa-P-384,size-signature-max-bytes,104
ecdsa-P-521,keygen-iters,1000
ecdsa-P-521,keygen-wall-median-ns,1106044.0
ecdsa-P-521,keygen-wall-mean-ns,1107842.1
ecdsa-P-521,keygen-wall-std-ns,9751.9
ecdsa-P-521,keygen-wall-p95-ns,1115725.0
ecdsa-P-521,keygen-wall-p99-ns,1174077.0
ecdsa-P-521,keygen-wall-ci95lo-ns,1107237.7
ecdsa-P-521,keygen-wall-ci95hi-ns,1108446.6
ecdsa-P-521,keygen-cyc-median,2972978.0
ecdsa-P-521,keygen-cyc-mean,2977815.0
ecdsa-P-521,keygen-persec,904.1
ecdsa-P-521,sign-iters,1000
ecdsa-P-521,sign-wall-median-ns,1164377.0
ecdsa-P-521,sign-wall-mean-ns,1186754.9
ecdsa-P-521,sign-wall-std-ns,44456.2
ecdsa-P-521,sign-wall-p95-ns,1277002.0
ecdsa-P-521,sign-wall-p99-ns,1350412.0
ecdsa-P-521,sign-wall-ci95lo-ns,1183999.5
ecdsa-P-521,sign-wall-ci95hi-ns,1189510.4
ecdsa-P-521,sign-cyc-median,3129792.0
ecdsa-P-521,sign-cyc-mean,3189935.9
ecdsa-P-521,sign-persec,858.8
ecdsa-P-521,verify-iters,1000
ecdsa-P-521,verify-wall-median-ns,928719.0
ecdsa-P-521,verify-wall-mean-ns,929320.3
ecdsa-P-521,verify-wall-std-ns,4151.0
ecdsa-P-521,verify-wall-p95-ns,933871.0
ecdsa-P-521,verify-wall-p99-ns,948131.0
ecdsa-P-521,verify-wall-ci95lo-ns,929063.1
ecdsa-P-521,verify-wall-ci95hi-ns,929577.6
ecdsa-P-521,verify-cyc-median,2496336.0
ecdsa-P-521,verify-cyc-mean,2497948.5
ecdsa-P-521,verify-persec,1076.8
ecdsa-P-521,size-key-bits,521
ecdsa-P-521,size-pubkey-bytes,133
ecdsa-P-521,size-signature-max-bytes,139
ecdh-P-256,keygen-iters,1000
ecdh-P-256,keygen-wall-median-ns,12146.0
ecdh-P-256,keygen-wall-mean-ns,14746.4
ecdh-P-256,keygen-wall-std-ns,6235.1
ecdh-P-256,keygen-wall-p95-ns,25077.0
ecdh-P-256,keygen-wall-p99-ns,26164.0
ecdh-P-256,keygen-wall-ci95lo-ns,14360.0
ecdh-P-256,keygen-wall-ci95hi-ns,15132.9
ecdh-P-256,keygen-cyc-median,32578.0
ecdh-P-256,keygen-cyc-mean,39524.9
ecdh-P-256,keygen-persec,82331.6
ecdh-P-256,derive-iters,1000
ecdh-P-256,derive-wall-median-ns,40394.0
ecdh-P-256,derive-wall-mean-ns,40449.0
ecdh-P-256,derive-wall-std-ns,452.4
ecdh-P-256,derive-wall-p95-ns,40640.0
ecdh-P-256,derive-wall-p99-ns,42072.0
ecdh-P-256,derive-wall-ci95lo-ns,40421.0
ecdh-P-256,derive-wall-ci95hi-ns,40477.1
ecdh-P-256,derive-cyc-median,108520.0
ecdh-P-256,derive-cyc-mean,108667.6
ecdh-P-256,derive-persec,24756.2
ecdh-P-256,size-key-bits,256
ecdh-P-256,size-pubkey-bytes,65
ecdh-P-384,keygen-iters,1000
ecdh-P-384,keygen-wall-median-ns,469497.0
ecdh-P-384,keygen-wall-mean-ns,469668.1
ecdh-P-384,keygen-wall-std-ns,3896.3
ecdh-P-384,keygen-wall-p95-ns,475063.0
ecdh-P-384,keygen-wall-p99-ns,481033.0
ecdh-P-384,keygen-wall-ci95lo-ns,469426.7
ecdh-P-384,keygen-wall-ci95hi-ns,469909.6
ecdh-P-384,keygen-cyc-median,1261904.0
ecdh-P-384,keygen-cyc-mean,1262358.7
ecdh-P-384,keygen-persec,2129.9
ecdh-P-384,derive-iters,1000
ecdh-P-384,derive-wall-median-ns,456968.0
ecdh-P-384,derive-wall-mean-ns,457487.9
ecdh-P-384,derive-wall-std-ns,2924.5
ecdh-P-384,derive-wall-p95-ns,462423.0
ecdh-P-384,derive-wall-p99-ns,468437.0
ecdh-P-384,derive-wall-ci95lo-ns,457306.6
