algo,metric,value
rsa-3072,key-size,3072
rsa-3072,keygen-iters,1000
rsa-3072,keygen-wall-median-ns,99025557.0
rsa-3072,keygen-wall-mean-ns,118262089.2
rsa-3072,keygen-wall-std-ns,76713940.5
rsa-3072,keygen-wall-p95-ns,269983573.0
rsa-3072,keygen-wall-p99-ns,374636937.0
rsa-3072,keygen-wall-ci95lo-ns,113507309.9
rsa-3072,keygen-wall-ci95hi-ns,123016868.5
rsa-3072,keygen-cyc-median,266180594.0
rsa-3072,keygen-cyc-mean,317888409.6
rsa-3072,keygen-persec,10.1
rsa-3072,pss-sign-iters,1000
rsa-3072,pss-sign-wall-median-ns,1327006.0
rsa-3072,pss-sign-wall-mean-ns,1338975.8
rsa-3072,pss-sign-wall-std-ns,65861.4
rsa-3072,pss-sign-wall-p95-ns,1332875.0
rsa-3072,pss-sign-wall-p99-ns,1707906.0
rsa-3072,pss-sign-wall-ci95lo-ns,1334893.7
rsa-3072,pss-sign-wall-ci95hi-ns,1343057.9
rsa-3072,pss-sign-cyc-median,3566908.0
rsa-3072,pss-sign-cyc-mean,3599085.5
rsa-3072,pss-sign-persec,753.6
rsa-3072,pss-verify-iters,1000
rsa-3072,pss-verify-wall-median-ns,29228.0
rsa-3072,pss-verify-wall-mean-ns,29262.4
rsa-3072,pss-verify-wall-std-ns,230.2
rsa-3072,pss-verify-wall-p95-ns,29427.0
rsa-3072,pss-verify-wall-p99-ns,30453.0
rsa-3072,pss-verify-wall-ci95lo-ns,29248.2
rsa-3072,pss-verify-wall-ci95hi-ns,29276.7
rsa-3072,pss-verify-cyc-median,78504.0
rsa-3072,pss-verify-cyc-mean,78597.9
rsa-3072,pss-verify-persec,34213.8
rsa-3072,oaep-encrypt-iters,1000
rsa-3072,oaep-encrypt-wall-median-ns,29775.0
rsa-3072,oaep-encrypt-wall-mean-ns,29809.7
rsa-3072,oaep-encrypt-wall-std-ns,229.9
rsa-3072,oaep-encrypt-wall-p95-ns,29983.0
rsa-3072,oaep-encrypt-wall-p99-ns,30980.0
rsa-3072,oaep-encrypt-wall-ci95lo-ns,29795.4
rsa-3072,oaep-encrypt-wall-ci95hi-ns,29823.9
rsa-3072,oaep-encrypt-cyc-median,79980.0
rsa-3072,oaep-encrypt-cyc-mean,80071.9
rsa-3072,oaep-encrypt-persec,33585.2
rsa-3072,oaep-decrypt-iters,1000
rsa-3072,oaep-decrypt-wall-median-ns,1328794.0
rsa-3072,oaep-decrypt-wall-mean-ns,1340808.3
rsa-3072,oaep-decrypt-wall-std-ns,65800.8
rsa-3072,oaep-decrypt-wall-p95-ns,1335870.0
rsa-3072,oaep-decrypt-wall-p99-ns,1711001.0
rsa-3072,oaep-decrypt-wall-ci95lo-ns,1336729.9
rsa-3072,oaep-decrypt-wall-ci95hi-ns,1344886.7
rsa-3072,oaep-decrypt-cyc-median,3571734.0
rsa-3072,oaep-decrypt-cyc-mean,3604027.5
rsa-3072,oaep-decrypt-persec,752.6
rsa-3072,size-key-bits,3072
rsa-3072,size-signature-bytes,384
ecdsa-P-256,keygen-iters,1000
ecdsa-P-256,keygen-wall-median-ns,12168.0
ecdsa-P-256,keygen-wall-mean-ns,13215.8
ecdsa-P-256,keygen-wall-std-ns,5849.3
ecdsa-P-256,keygen-wall-p95-ns,24913.0
ecdsa-P-256,keygen-wall-p99-ns,25113.0
ecdsa-P-256,keygen-wall-ci95lo-ns,12853.2
ecdsa-P-256,keygen-wall-ci95hi-ns,13578.3
ecdsa-P-256,keygen-cyc-median,32642.0
ecdsa-P-256,keygen-cyc-mean,35445.4
ecdsa-P-256,keygen-persec,82182.8
ecdsa-P-256,sign-iters,1000
ecdsa-P-256,sign-wall-median-ns,16966.0
ecdsa-P-256,sign-wall-mean-ns,17056.9
ecdsa-P-256,sign-wall-std-ns,1581.8
ecdsa-P-256,sign-wall-p95-ns,17096.0
ecdsa-P-256,sign-wall-p99-ns,18340.0
ecdsa-P-256,sign-wall-ci95lo-ns,16958.9
ecdsa-P-256,sign-wall-ci95hi-ns,17154.9
ecdsa-P-256,sign-cyc-median,45544.0
ecdsa-P-256,sign-cyc-mean,45786.0
ecdsa-P-256,sign-persec,58941.4
ecdsa-P-256,verify-iters,1000
ecdsa-P-256,verify-wall-median-ns,52690.0
ecdsa-P-256,verify-wall-mean-ns,52767.9
ecdsa-P-256,verify-wall-std-ns,591.6
ecdsa-P-256,verify-wall-p95-ns,53660.0
ecdsa-P-256,verify-wall-p99-ns,54161.0
ecdsa-P-256,verify-wall-ci95lo-ns,52731.3
ecdsa-P-256,verify-wall-ci95hi-ns,52804.6
ecdsa-P-256,verify-cyc-median,141562.0
ecdsa-P-256,verify-cyc-mean,141774.8
ecdsa-P-256,verify-persec,18978.9
ecdsa-P-256,size-key-bits,256
ecdsa-P-256,size-pubkey-bytes,65
ecdsa-P-256,size-signature-max-bytes,72
ecdsa-P-384,keygen-iters,1000
ecdsa-P-384,keygen-wall-median-ns,467781.0
ecdsa-P-384,keygen-wall-mean-ns,468444.6
ecdsa-P-384,keygen-wall-std-ns,3454.2
ecdsa-P-384,keygen-wall-p95-ns,473714.0
ecdsa-P-384,keygen-wall-p99-ns,479269.0
ecdsa-P-384,keygen-wall-ci95lo-ns,468230.5
ecdsa-P-384,keygen-wall-ci95hi-ns,468658.7
ecdsa-P-384,keygen-cyc-median,1257342.0
ecdsa-P-384,keygen-cyc-mean,1259121.6
ecdsa-P-384,keygen-persec,2137.8
ecdsa-P-384,sign-iters,1000
ecdsa-P-384,sign-wall-median-ns,481198.0
ecdsa-P-384,sign-wall-mean-ns,481588.8
ecdsa-P-384,sign-wall-std-ns,3055.2
ecdsa-P-384,sign-wall-p95-ns,485853.0
ecdsa-P-384,sign-wall-p99-ns,491086.0
ecdsa-P-384,sign-wall-ci95lo-ns,481399.5
ecdsa-P-384,sign-wall-ci95hi-ns,481778.2
ecdsa-P-384,sign-cyc-median,1293406.0
ecdsa-P-384,sign-cyc-mean,1294443.8
ecdsa-P-384,sign-persec,2078.1
ecdsa-P-384,verify-iters,1000
ecdsa-P-384,verify-wall-median-ns,413793.0
ecdsa-P-384,verify-wall-mean-ns,414140.9
ecdsa-P-384,verify-wall-std-ns,2670.0
ecdsa-P-384,verify-wall-p95-ns,417204.0
ecdsa-P-384,verify-wall-p99-ns,425435.0
ecdsa-P-384,verify-wall-ci95lo-ns,413975.4
ecdsa-P-384,verify-wall-ci95hi-ns,414306.4
ecdsa-P-384,verify-cyc-median,1112218.0
ecdsa-P-384,verify-cyc-mean,1113152.3
ecdsa-P-384,verify-persec,2416.7
ecdsa-P-384,size-key-bits,384
ecdsa-P-384,size-pubkey-bytes,97
ecdsa-P-384,size-signature-max-bytes,104
ecdsa-P-521,keygen-iters,1000
ecdsa-P-521,keygen-wall-median-ns,1104722.0
ecdsa-P-521,keygen-wall-mean-ns,1107029.5
ecdsa-P-521,keygen-wall-std-ns,11051.2
ecdsa-P-521,keygen-wall-p95-ns,1116734.0
ecdsa-P-521,keygen-wall-p99-ns,1172414.0
ecdsa-P-521,keygen-wall-ci95lo-ns,1106344.5
ecdsa-P-521,keygen-wall-ci95hi-ns,1107714.4
ecdsa-P-521,keygen-cyc-median,2969432.0
ecdsa-P-521,keygen-cyc-mean,2975630.4
ecdsa-P-521,keygen-persec,905.2
ecdsa-P-521,sign-iters,1000
ecdsa-P-521,sign-wall-median-ns,1160500.0
ecdsa-P-521,sign-wall-mean-ns,1161169.8
ecdsa-P-521,sign-wall-std-ns,3986.2
ecdsa-P-521,sign-wall-p95-ns,1167687.0
ecdsa-P-521,sign-wall-p99-ns,1176839.0
ecdsa-P-521,sign-wall-ci95lo-ns,1160922.8
ecdsa-P-521,sign-wall-ci95hi-ns,1161416.9
ecdsa-P-521,sign-cyc-median,3119364.0
ecdsa-P-521,sign-cyc-mean,3121160.9
ecdsa-P-521,sign-persec,861.7
ecdsa-P-521,verify-iters,1000
ecdsa-P-521,verify-wall-median-ns,922376.0
ecdsa-P-521,verify-wall-mean-ns,923487.1
ecdsa-P-521,verify-wall-std-ns,4831.2
ecdsa-P-521,verify-wall-p95-ns,932329.0
ecdsa-P-521,verify-wall-p99-ns,941797.0
ecdsa-P-521,verify-wall-ci95lo-ns,923187.7
ecdsa-P-521,verify-wall-ci95hi-ns,923786.6
ecdsa-P-521,verify-cyc-median,2479286.0
ecdsa-P-521,verify-cyc-mean,2482270.7
ecdsa-P-521,verify-persec,1084.2
ecdsa-P-521,size-key-bits,521
ecdsa-P-521,size-pubkey-bytes,133
ecdsa-P-521,size-signature-max-bytes,139
ecdh-P-256,keygen-iters,1000
ecdh-P-256,keygen-wall-median-ns,12208.0
ecdh-P-256,keygen-wall-mean-ns,15138.9
ecdh-P-256,keygen-wall-std-ns,6116.6
ecdh-P-256,keygen-wall-p95-ns,25306.0
ecdh-P-256,keygen-wall-p99-ns,26200.0
ecdh-P-256,keygen-wall-ci95lo-ns,14759.8
ecdh-P-256,keygen-wall-ci95hi-ns,15518.0
ecdh-P-256,keygen-cyc-median,32746.0
ecdh-P-256,keygen-cyc-mean,40576.7
ecdh-P-256,keygen-persec,81913.5
ecdh-P-256,derive-iters,1000
ecdh-P-256,derive-wall-median-ns,40357.0
ecdh-P-256,derive-wall-mean-ns,40466.9
ecdh-P-256,derive-wall-std-ns,1463.0
ecdh-P-256,derive-wall-p95-ns,40594.0
ecdh-P-256,derive-wall-p99-ns,41881.0
ecdh-P-256,derive-wall-ci95lo-ns,40376.2
ecdh-P-256,derive-wall-ci95hi-ns,40557.5
ecdh-P-256,derive-cyc-median,108424.0
ecdh-P-256,derive-cyc-mean,108718.6
ecdh-P-256,derive-persec,24778.8
ecdh-P-256,size-key-bits,256
ecdh-P-256,size-pubkey-bytes,65
ecdh-P-384,keygen-iters,1000
ecdh-P-384,keygen-wall-median-ns,467098.0
ecdh-P-384,keygen-wall-mean-ns,467653.7
ecdh-P-384,keygen-wall-std-ns,3463.5
ecdh-P-384,keygen-wall-p95-ns,472805.0
ecdh-P-384,keygen-wall-p99-ns,482473.0
ecdh-P-384,keygen-wall-ci95lo-ns,467439.0
ecdh-P-384,keygen-wall-ci95hi-ns,467868.4
ecdh-P-384,keygen-cyc-median,1255502.0
ecdh-P-384,keygen-cyc-mean,1256992.3
ecdh-P-384,keygen-persec,2140.9
ecdh-P-384,derive-iters,1000
ecdh-P-384,derive-wall-median-ns,457338.0
ecdh-P-384,derive-wall-mean-ns,457793.2
ecdh-P-384,derive-wall-std-ns,2899.1
ecdh-P-384,derive-wall-p95-ns,462122.0
ecdh-P-384,derive-wall-p99-ns,468658.0
