algo,metric,value
rsa-3072,key-size,3072
rsa-3072,keygen-iters,1000
rsa-3072,keygen-wall-median-ns,102869121.0
rsa-3072,keygen-wall-mean-ns,121566123.3
rsa-3072,keygen-wall-std-ns,77955948.8
rsa-3072,keygen-wall-p95-ns,265807684.0
rsa-3072,keygen-wall-p99-ns,401909279.0
rsa-3072,keygen-wall-ci95lo-ns,116734363.5
rsa-3072,keygen-wall-ci95hi-ns,126397883.0
rsa-3072,keygen-cyc-median,276512100.0
rsa-3072,keygen-cyc-mean,326769650.7
rsa-3072,keygen-persec,9.7
rsa-3072,pss-sign-iters,1000
rsa-3072,pss-sign-wall-median-ns,1327056.0
rsa-3072,pss-sign-wall-mean-ns,1339062.3
rsa-3072,pss-sign-wall-std-ns,65540.2
rsa-3072,pss-sign-wall-p95-ns,1334760.0
rsa-3072,pss-sign-wall-p99-ns,1706532.0
rsa-3072,pss-sign-wall-ci95lo-ns,1335000.1
rsa-3072,pss-sign-wall-ci95hi-ns,1343124.5
rsa-3072,pss-sign-cyc-median,3567066.0
rsa-3072,pss-sign-cyc-mean,3599336.4
rsa-3072,pss-sign-persec,753.5
rsa-3072,pss-verify-iters,1000
rsa-3072,pss-verify-wall-median-ns,29209.0
rsa-3072,pss-verify-wall-mean-ns,29243.1
rsa-3072,pss-verify-wall-std-ns,239.7
rsa-3072,pss-verify-wall-p95-ns,29399.0
rsa-3072,pss-verify-wall-p99-ns,30459.0
rsa-3072,pss-verify-wall-ci95lo-ns,29228.3
rsa-3072,pss-verify-wall-ci95hi-ns,29258.0
rsa-3072,pss-verify-cyc-median,78458.0
rsa-3072,pss-verify-cyc-mean,78549.3
rsa-3072,pss-verify-persec,34236.0
rsa-3072,oaep-encrypt-iters,1000
rsa-3072,oaep-encrypt-wall-median-ns,29772.0
rsa-3072,oaep-encrypt-wall-mean-ns,29798.5
rsa-3072,oaep-encrypt-wall-std-ns,215.8
rsa-3072,oaep-encrypt-wall-p95-ns,29954.0
rsa-3072,oaep-encrypt-wall-p99-ns,30929.0
rsa-3072,oaep-encrypt-wall-ci95lo-ns,29785.1
rsa-3072,oaep-encrypt-wall-ci95hi-ns,29811.9
rsa-3072,oaep-encrypt-cyc-median,79972.0
rsa-3072,oaep-encrypt-cyc-mean,80043.3
rsa-3072,oaep-encrypt-persec,33588.6
rsa-3072,oaep-decrypt-iters,1000
rsa-3072,oaep-decrypt-wall-median-ns,1329239.0
rsa-3072,oaep-decrypt-wall-mean-ns,1341145.6
rsa-3072,oaep-decrypt-wall-std-ns,65647.1
rsa-3072,oaep-decrypt-wall-p95-ns,1335771.0
rsa-3072,oaep-decrypt-wall-p99-ns,1711649.0
rsa-3072,oaep-decrypt-wall-ci95lo-ns,1337076.7
rsa-3072,oaep-decrypt-wall-ci95hi-ns,1345214.4
rsa-3072,oaep-decrypt-cyc-median,3572936.0
rsa-3072,oaep-decrypt-cyc-mean,3604938.3
rsa-3072,oaep-decrypt-persec,752.3
rsa-3072,size-key-bits,3072
rsa-3072,size-signature-bytes,384
ecdsa-P-256,keygen-iters,1000
ecdsa-P-256,keygen-wall-median-ns,12174.0
ecdsa-P-256,keygen-wall-mean-ns,14744.5
ecdsa-P-256,keygen-wall-std-ns,7079.9
ecdsa-P-256,keygen-wall-p95-ns,25132.0
ecdsa-P-256,keygen-wall-p99-ns,27151.0
ecdsa-P-256,keygen-wall-ci95lo-ns,14305.7
ecdsa-P-256,keygen-wall-ci95hi-ns,15183.4
ecdsa-P-256,keygen-cyc-median,32652.0
ecdsa-P-256,keygen-cyc-mean,39521.0
ecdsa-P-256,keygen-persec,82142.3
ecdsa-P-256,sign-iters,1000
ecdsa-P-256,sign-wall-median-ns,16969.0
ecdsa-P-256,sign-wall-mean-ns,17009.0
ecdsa-P-256,sign-wall-std-ns,365.9
ecdsa-P-256,sign-wall-p95-ns,17101.0
ecdsa-P-256,sign-wall-p99-ns,18684.0
ecdsa-P-256,sign-wall-ci95lo-ns,16986.3
ecdsa-P-256,sign-wall-ci95hi-ns,17031.7
ecdsa-P-256,sign-cyc-median,45548.0
ecdsa-P-256,sign-cyc-mean,45656.9
ecdsa-P-256,sign-persec,58931.0
ecdsa-P-256,verify-iters,1000
ecdsa-P-256,verify-wall-median-ns,52627.0
ecdsa-P-256,verify-wall-mean-ns,52703.4
ecdsa-P-256,verify-wall-std-ns,358.8
ecdsa-P-256,verify-wall-p95-ns,53611.0
ecdsa-P-256,verify-wall-p99-ns,54128.0
ecdsa-P-256,verify-wall-ci95lo-ns,52681.1
ecdsa-P-256,verify-wall-ci95hi-ns,52725.6
ecdsa-P-256,verify-cyc-median,141398.0
ecdsa-P-256,verify-cyc-mean,141602.0
ecdsa-P-256,verify-persec,19001.7
ecdsa-P-256,size-key-bits,256
ecdsa-P-256,size-pubkey-bytes,65
ecdsa-P-256,size-signature-max-bytes,72
ecdsa-P-384,keygen-iters,1000
ecdsa-P-384,keygen-wall-median-ns,468268.0
ecdsa-P-384,keygen-wall-mean-ns,468739.1
ecdsa-P-384,keygen-wall-std-ns,2788.1
ecdsa-P-384,keygen-wall-p95-ns,473537.0
ecdsa-P-384,keygen-wall-p99-ns,476379.0
ecdsa-P-384,keygen-wall-ci95lo-ns,468566.3
ecdsa-P-384,keygen-wall-ci95hi-ns,468911.9
ecdsa-P-384,keygen-cyc-median,1258644.0
ecdsa-P-384,keygen-cyc-mean,1259911.7
ecdsa-P-384,keygen-persec,2135.5
ecdsa-P-384,sign-iters,1000
ecdsa-P-384,sign-wall-median-ns,482012.0
ecdsa-P-384,sign-wall-mean-ns,482286.6
ecdsa-P-384,sign-wall-std-ns,2724.1
ecdsa-P-384,sign-wall-p95-ns,486668.0
ecdsa-P-384,sign-wall-p99-ns,489179.0
ecdsa-P-384,sign-wall-ci95lo-ns,482117.7
ecdsa-P-384,sign-wall-ci95hi-ns,482455.4
ecdsa-P-384,sign-cyc-median,1295572.0
ecdsa-P-384,sign-cyc-mean,1296316.7
ecdsa-P-384,sign-persec,2074.6
ecdsa-P-384,verify-iters,1000
ecdsa-P-384,verify-wall-median-ns,412555.0
ecdsa-P-384,verify-wall-mean-ns,413067.9
ecdsa-P-384,verify-wall-std-ns,5290.5
ecdsa-P-384,verify-wall-p95-ns,416180.0
ecdsa-P-384,verify-wall-p99-ns,422988.0
ecdsa-P-384,verify-wall-ci95lo-ns,412740.0
ecdsa-P-384,verify-wall-ci95hi-ns,413395.8
ecdsa-P-384,verify-cyc-median,1108888.0
ecdsa-P-384,verify-cyc-mean,1110267.3
ecdsa-P-384,verify-persec,2423.9
ecdsa-P-384,size-key-bits,384
ecdsa-P-384,size-pubkey-bytes,97
ecdsa-P-384,size-signature-max-bytes,104
ecdsa-P-521,keygen-iters,1000
ecdsa-P-521,keygen-wall-median-ns,1105335.0
ecdsa-P-521,keygen-wall-mean-ns,1109346.4
ecdsa-P-521,keygen-wall-std-ns,40658.4
ecdsa-P-521,keygen-wall-p95-ns,1117805.0
ecdsa-P-521,keygen-wall-p99-ns,1171422.0
ecdsa-P-521,keygen-wall-ci95lo-ns,1106826.4
ecdsa-P-521,keygen-wall-ci95hi-ns,1111866.5
ecdsa-P-521,keygen-cyc-median,2971078.0
ecdsa-P-521,keygen-cyc-mean,2981859.7
ecdsa-P-521,keygen-persec,904.7
ecdsa-P-521,sign-iters,1000
ecdsa-P-521,sign-wall-median-ns,1159973.0
ecdsa-P-521,sign-wall-mean-ns,1160707.9
ecdsa-P-521,sign-wall-std-ns,4192.5
ecdsa-P-521,sign-wall-p95-ns,1165563.0
ecdsa-P-521,sign-wall-p99-ns,1179407.0
ecdsa-P-521,sign-wall-ci95lo-ns,1160448.0
ecdsa-P-521,sign-wall-ci95hi-ns,1160967.7
ecdsa-P-521,sign-cyc-median,3117944.0
ecdsa-P-521,sign-cyc-mean,3119917.8
ecdsa-P-521,sign-persec,862.1
ecdsa-P-521,verify-iters,1000
ecdsa-P-521,verify-wall-median-ns,926281.0
ecdsa-P-521,verify-wall-mean-ns,926683.9
ecdsa-P-521,verify-wall-std-ns,3125.4
ecdsa-P-521,verify-wall-p95-ns,931283.0
ecdsa-P-521,verify-wall-p99-ns,939031.0
ecdsa-P-521,verify-wall-ci95lo-ns,926490.1
ecdsa-P-521,verify-wall-ci95hi-ns,926877.6
ecdsa-P-521,verify-cyc-median,2489780.0
ecdsa-P-521,verify-cyc-mean,2490864.6
ecdsa-P-521,verify-persec,1079.6
ecdsa-P-521,size-key-bits,521
ecdsa-P-521,size-pubkey-bytes,133
ecdsa-P-521,size-signature-max-bytes,139
ecdh-P-256,keygen-iters,1000
ecdh-P-256,keygen-wall-median-ns,12138.0
ecdh-P-256,keygen-wall-mean-ns,14543.6
ecdh-P-256,keygen-wall-std-ns,5361.0
ecdh-P-256,keygen-wall-p95-ns,25190.0
ecdh-P-256,keygen-wall-p99-ns,25995.0
ecdh-P-256,keygen-wall-ci95lo-ns,14211.3
ecdh-P-256,keygen-wall-ci95hi-ns,14875.9
ecdh-P-256,keygen-cyc-median,32562.0
ecdh-P-256,keygen-cyc-mean,38981.7
ecdh-P-256,keygen-persec,82385.9
ecdh-P-256,derive-iters,1000
ecdh-P-256,derive-wall-median-ns,40383.0
ecdh-P-256,derive-wall-mean-ns,40456.1
ecdh-P-256,derive-wall-std-ns,784.2
ecdh-P-256,derive-wall-p95-ns,40621.0
ecdh-P-256,derive-wall-p99-ns,42057.0
ecdh-P-256,derive-wall-ci95lo-ns,40407.5
ecdh-P-256,derive-wall-ci95hi-ns,40504.7
ecdh-P-256,derive-cyc-median,108494.0
ecdh-P-256,derive-cyc-mean,108689.8
ecdh-P-256,derive-persec,24762.9
ecdh-P-256,size-key-bits,256
ecdh-P-256,size-pubkey-bytes,65
ecdh-P-384,keygen-iters,1000
ecdh-P-384,keygen-wall-median-ns,468653.0
ecdh-P-384,keygen-wall-mean-ns,469212.6
ecdh-P-384,keygen-wall-std-ns,3964.6
ecdh-P-384,keygen-wall-p95-ns,474263.0
ecdh-P-384,keygen-wall-p99-ns,480527.0
ecdh-P-384,keygen-wall-ci95lo-ns,468966.8
ecdh-P-384,keygen-wall-ci95hi-ns,469458.3
ecdh-P-384,keygen-cyc-median,1259682.0
ecdh-P-384,keygen-cyc-mean,1261182.7
ecdh-P-384,keygen-persec,2133.8
ecdh-P-384,derive-iters,1000
ecdh-P-384,derive-wall-median-ns,457208.0
ecdh-P-384,derive-wall-mean-ns,457420.4
ecdh-P-384,derive-wall-std-ns,2017.6
ecdh-P-384,derive-wall-p95-ns,460433.0
ecdh-P-384,derive-wall-p99-ns,463382.0
ecdh-P-384,derive-wall-ci95lo-ns,457295.4
