openssl: OpenSSL 3.6.2 7 Apr 2026
algo: rsa-15360
key-size: 15360
keygen-iters: 100
keygen-wall-median-ns: 42591346215.0
keygen-wall-mean-ns: 46485537548.6
keygen-wall-std-ns: 28434367582.6
keygen-wall-p95-ns: 98308744965.0
keygen-wall-p99-ns: 133845799335.0
keygen-wall-ci95lo-ns: 40912401502.4
keygen-wall-ci95hi-ns: 52058673594.8
keygen-cyc-median: 114485533848.0
keygen-cyc-mean: 124953119890.9
keygen-persec: 0.0
pss-sign-iters: 100
pss-sign-wall-median-ns: 151967880.0
pss-sign-wall-mean-ns: 152095072.1
pss-sign-wall-std-ns: 1488673.2
pss-sign-wall-p95-ns: 152205127.0
pss-sign-wall-p99-ns: 160341334.0
pss-sign-wall-ci95lo-ns: 151803292.2
pss-sign-wall-ci95hi-ns: 152386852.0
pss-sign-cyc-median: 408489480.0
pss-sign-cyc-mean: 408831453.5
pss-sign-persec: 6.6
pss-verify-iters: 100
pss-verify-wall-median-ns: 668304.0
pss-verify-wall-mean-ns: 668184.5
pss-verify-wall-std-ns: 3076.6
pss-verify-wall-p95-ns: 672670.0
pss-verify-wall-p99-ns: 674319.0
pss-verify-wall-ci95lo-ns: 667581.5
pss-verify-wall-ci95hi-ns: 668787.6
pss-verify-cyc-median: 1796336.0
pss-verify-cyc-mean: 1796019.0
pss-verify-persec: 1496.3
oaep-encrypt-iters: 100
oaep-encrypt-wall-median-ns: 669013.0
oaep-encrypt-wall-mean-ns: 669336.2
oaep-encrypt-wall-std-ns: 3036.6
oaep-encrypt-wall-p95-ns: 673942.0
oaep-encrypt-wall-p99-ns: 675466.0
oaep-encrypt-wall-ci95lo-ns: 668741.0
oaep-encrypt-wall-ci95hi-ns: 669931.3
oaep-encrypt-cyc-median: 1798254.0
oaep-encrypt-cyc-mean: 1799118.5
oaep-encrypt-persec: 1494.7
oaep-decrypt-iters: 100
oaep-decrypt-wall-median-ns: 151973785.0
oaep-decrypt-wall-mean-ns: 152132776.8
oaep-decrypt-wall-std-ns: 1372359.5
oaep-decrypt-wall-p95-ns: 152076097.0
oaep-decrypt-wall-p99-ns: 159868428.0
oaep-decrypt-wall-ci95lo-ns: 151863794.3
oaep-decrypt-wall-ci95hi-ns: 152401759.3
oaep-decrypt-cyc-median: 408505454.0
oaep-decrypt-cyc-mean: 408932813.5
oaep-decrypt-persec: 6.6
size-key-bits: 15360
size-signature-bytes: 1920
