openssl: OpenSSL 3.6.2 7 Apr 2026
algo: rsa-15360
key-size: 15360
keygen-iters: 5
keygen-wall-median-ns: 229787338548.0
keygen-wall-mean-ns: 299308240043.6
keygen-wall-std-ns: 163764556437.0
keygen-wall-p95-ns: 583451161096.0
keygen-wall-p99-ns: 583451161096.0
keygen-wall-ci95lo-ns: 155762277288.3
keygen-wall-ci95hi-ns: 442854202798.9
keygen-cyc-median: 12408516252.0
keygen-cyc-mean: 16162644940.4
keygen-persec: 0.0
pss-sign-iters: 100
pss-sign-wall-median-ns: 1601298740.0
pss-sign-wall-mean-ns: 1603247189.6
pss-sign-wall-std-ns: 10875393.2
pss-sign-wall-p95-ns: 1601806221.0
pss-sign-wall-p99-ns: 1664782332.0
pss-sign-wall-ci95lo-ns: 1601115612.5
pss-sign-wall-ci95hi-ns: 1605378766.6
pss-sign-cyc-median: 86470075.0
pss-sign-cyc-mean: 86575316.8
pss-sign-persec: 0.6
pss-verify-iters: 100
pss-verify-wall-median-ns: 6558426.0
pss-verify-wall-mean-ns: 6557743.1
pss-verify-wall-std-ns: 9435.2
pss-verify-wall-p95-ns: 6560389.0
pss-verify-wall-p99-ns: 6569611.0
pss-verify-wall-ci95lo-ns: 6555893.8
pss-verify-wall-ci95hi-ns: 6559592.4
pss-verify-cyc-median: 354149.0
pss-verify-cyc-mean: 354113.0
pss-verify-persec: 152.5
oaep-encrypt-iters: 100
oaep-encrypt-wall-median-ns: 6579722.0
oaep-encrypt-wall-mean-ns: 6578494.1
oaep-encrypt-wall-std-ns: 4344.0
oaep-encrypt-wall-p95-ns: 6583037.0
oaep-encrypt-wall-p99-ns: 6587037.0
oaep-encrypt-wall-ci95lo-ns: 6577642.6
oaep-encrypt-wall-ci95hi-ns: 6579345.5
oaep-encrypt-cyc-median: 355300.0
oaep-encrypt-cyc-mean: 355233.5
oaep-encrypt-persec: 152.0
oaep-decrypt-iters: 100
oaep-decrypt-wall-median-ns: 1602640203.0
oaep-decrypt-wall-mean-ns: 1604539320.0
oaep-decrypt-wall-std-ns: 10203889.7
oaep-decrypt-wall-p95-ns: 1603249480.0
oaep-decrypt-wall-p99-ns: 1662254314.0
oaep-decrypt-wall-ci95lo-ns: 1602539357.6
oaep-decrypt-wall-ci95hi-ns: 1606539282.4
oaep-decrypt-cyc-median: 86542547.0
oaep-decrypt-cyc-mean: 86645100.6
oaep-decrypt-persec: 0.6
size-key-bits: 15360
size-signature-bytes: 1920
