openssl: OpenSSL 3.6.2 7 Apr 2026
algo: rsa-15360
key-size: 15360
keygen-iters: 5
keygen-wall-median-ns: 236632291933.0
keygen-wall-mean-ns: 330829013480.4
keygen-wall-std-ns: 257452411134.7
keygen-wall-p95-ns: 778835109369.0
keygen-wall-p99-ns: 778835109369.0
keygen-wall-ci95lo-ns: 105162025311.2
keygen-wall-ci95hi-ns: 556496001649.6
keygen-cyc-median: 12778143739.0
keygen-cyc-mean: 17864766706.4
keygen-persec: 0.0
pss-sign-iters: 100
pss-sign-wall-median-ns: 1599596869.0
pss-sign-wall-mean-ns: 1601496112.4
pss-sign-wall-std-ns: 10752543.3
pss-sign-wall-p95-ns: 1599870832.0
pss-sign-wall-p99-ns: 1662355296.0
pss-sign-wall-ci95lo-ns: 1599388613.9
pss-sign-wall-ci95hi-ns: 1603603610.8
pss-sign-cyc-median: 86378207.0
pss-sign-cyc-mean: 86480770.9
pss-sign-persec: 0.6
pss-verify-iters: 100
pss-verify-wall-median-ns: 6587389.0
pss-verify-wall-mean-ns: 6587514.5
pss-verify-wall-std-ns: 9236.1
pss-verify-wall-p95-ns: 6593444.0
pss-verify-wall-p99-ns: 6621166.0
pss-verify-wall-ci95lo-ns: 6585704.2
pss-verify-wall-ci95hi-ns: 6589324.8
pss-verify-cyc-median: 355714.0
pss-verify-cyc-mean: 355719.7
pss-verify-persec: 151.8
oaep-encrypt-iters: 100
oaep-encrypt-wall-median-ns: 6880889.0
oaep-encrypt-wall-mean-ns: 6880349.1
oaep-encrypt-wall-std-ns: 5237.8
oaep-encrypt-wall-p95-ns: 6886759.0
oaep-encrypt-wall-p99-ns: 6904426.0
oaep-encrypt-wall-ci95lo-ns: 6879322.5
oaep-encrypt-wall-ci95hi-ns: 6881375.7
oaep-encrypt-cyc-median: 371562.0
oaep-encrypt-cyc-mean: 371533.6
oaep-encrypt-persec: 145.3
oaep-decrypt-iters: 100
oaep-decrypt-wall-median-ns: 1599624462.0
oaep-decrypt-wall-mean-ns: 1601553350.3
oaep-decrypt-wall-std-ns: 10905762.3
oaep-decrypt-wall-p95-ns: 1599892795.0
oaep-decrypt-wall-p99-ns: 1663220999.0
oaep-decrypt-wall-ci95lo-ns: 1599415820.9
oaep-decrypt-wall-ci95hi-ns: 1603690879.7
oaep-decrypt-cyc-median: 86379703.0
oaep-decrypt-cyc-mean: 86483866.4
oaep-decrypt-persec: 0.6
size-key-bits: 15360
size-signature-bytes: 1920
