openssl: OpenSSL 3.6.2 7 Apr 2026
algo: rsa-15360
key-size: 15360
keygen-iters: 5
keygen-wall-median-ns: 588867499668.0
keygen-wall-mean-ns: 518067753613.8
keygen-wall-std-ns: 283430549659.7
keygen-wall-p95-ns: 803960209410.0
keygen-wall-p99-ns: 803960209410.0
keygen-wall-ci95lo-ns: 269629923045.7
keygen-wall-ci95hi-ns: 766505584181.9
keygen-cyc-median: 31798844971.0
keygen-cyc-mean: 27975658679.2
keygen-persec: 0.0
pss-sign-iters: 100
pss-sign-wall-median-ns: 1601906925.0
pss-sign-wall-mean-ns: 1603837031.8
pss-sign-wall-std-ns: 10953459.1
pss-sign-wall-p95-ns: 1602284351.0
pss-sign-wall-p99-ns: 1665874055.0
pss-sign-wall-ci95lo-ns: 1601690153.9
pss-sign-wall-ci95hi-ns: 1605983909.8
pss-sign-cyc-median: 86502923.0
pss-sign-cyc-mean: 86607169.2
pss-sign-persec: 0.6
pss-verify-iters: 100
pss-verify-wall-median-ns: 6558648.0
pss-verify-wall-mean-ns: 6557263.0
pss-verify-wall-std-ns: 4365.5
pss-verify-wall-p95-ns: 6563759.0
pss-verify-wall-p99-ns: 6564723.0
pss-verify-wall-ci95lo-ns: 6556407.4
pss-verify-wall-ci95hi-ns: 6558118.6
pss-verify-cyc-median: 354161.0
pss-verify-cyc-mean: 354087.1
pss-verify-persec: 152.5
oaep-encrypt-iters: 100
oaep-encrypt-wall-median-ns: 6580297.0
oaep-encrypt-wall-mean-ns: 6579888.4
oaep-encrypt-wall-std-ns: 9044.2
oaep-encrypt-wall-p95-ns: 6585778.0
oaep-encrypt-wall-p99-ns: 6590944.0
oaep-encrypt-wall-ci95lo-ns: 6578115.7
oaep-encrypt-wall-ci95hi-ns: 6581661.0
oaep-encrypt-cyc-median: 355331.0
oaep-encrypt-cyc-mean: 355308.5
oaep-encrypt-persec: 152.0
oaep-decrypt-iters: 100
oaep-decrypt-wall-median-ns: 1601317499.0
oaep-decrypt-wall-mean-ns: 1603160139.1
oaep-decrypt-wall-std-ns: 10383146.6
oaep-decrypt-wall-p95-ns: 1601742091.0
oaep-decrypt-wall-p99-ns: 1661971684.0
oaep-decrypt-wall-ci95lo-ns: 1601125042.4
oaep-decrypt-wall-ci95hi-ns: 1605195235.8
oaep-decrypt-cyc-median: 86471134.0
oaep-decrypt-cyc-mean: 86570629.0
oaep-decrypt-persec: 0.6
size-key-bits: 15360
size-signature-bytes: 1920
